order_id,payment_sequential,payment_type,payment_installments,payment_value
5454971549d855538eb746e4d263f9a5,2,voucher,1,188.93
7aad0379bac4fe5dcb0a97650eaf957d,1,boleto,1,51.01
9cdf5eee30c936e5a33b193998e40d07,1,credit_card,4,209.46
59bdf4abef7b3ebc43ac9d4865b426d9,1,boleto,1,62.91
f7535fb641a71ca3e0a6f2657dbfc51d,1,credit_card,1,131.94
c1df4a5d1b544e51e2f038412f96c0a9,1,credit_card,6,85.24
dc3da2a9d0c93951fdc030194d48bb02,1,credit_card,1,200.75
37efc102e49c3219c6ca92ce169327c9,1,credit_card,1,57.8
76a6cde2f1431bc0834cad44ad2f472f,1,credit_card,2,189.37
7ef259be178f9f06c72a57add85b71cd,1,credit_card,3,372.67
77c514940a145ab624fa7ec202ef6dae,1,boleto,1,64.44
f31b8a3ba0d40cba425c9bd89c69a3e7,1,credit_card,2,42.78
9b8254228cafa6a7e497fc21d7268c05,1,boleto,1,37.79
65a94ea3c1392f150ad232c92d64c3f8,1,credit_card,2,63.7
85bb28ec7b858a8b703d82a51b3f5e1f,1,boleto,1,36.05
4a42846a6eed9d15714fe30181399f2a,1,credit_card,1,34.37
69949f70025210748c64e8271bc63520,1,voucher,1,184.93
5b18e0708f150becd4334b9e3d79fbd4,1,boleto,1,143.15
1207b88243115c9eafb9931bc2d0b59d,1,credit_card,2,133.05
11c177c8e97725db2631073c19f07b62,1,credit_card,4,441.16
752fa58357e17806a310c0739bf909fb,1,credit_card,2,142.25
d9f8510c453819ec4a9eb91851ea5fc4,1,boleto,1,186.27
e3814831894acaf0ee4561b4a610b580,1,boleto,1,385.52
d35551f33906e01d035a5f40e1bd1732,1,credit_card,1,576.2
cf4e2fbc22f6efdf6c5988003626bf48,1,boleto,1,44.24
5bec9dad5626dc4e86bf625a3a6d0523,1,credit_card,6,63.06
d9d8b7f0a98d33f05df5fce9f376aad8,1,boleto,1,64.63
03da04c1427d7b8bff38d76efca1029d,1,boleto,1,216.74
906f4bc65b707953aee3d6462aa07e8d,1,credit_card,2,129.79
119132da8a360ce8e81841456844b962,1,debit_card,1,64.0
2934b40bb9305d3b5d74747be3181435,1,credit_card,10,194.48
790e0b2139af1d5c7719c82db89f56d1,1,credit_card,1,36.61
11f97a9967bb081adb9883460c71e845,3,voucher,1,33.56
b9cc0087ac70da1f27b5c2b6d4f78600,1,credit_card,1,50.0
cfcb1cc2e9f4ebf0caea1584195f9046,1,credit_card,10,368.92
df16628521a91b8dc473aa698aac7285,1,credit_card,8,406.67
211ca17a71bd09c0686507992a585d32,1,credit_card,4,119.48
05ddf4cc62efcc6f34b8c693eaa2db01,1,credit_card,4,88.58
0bfa8870838091fe8171ed69f6b89fee,1,credit_card,1,64.86
cdba3ddb2a93c5bb758212a2114cab97,1,credit_card,1,35.01
640521517a7ba45ac5894e92e00397e2,1,credit_card,6,323.92
2b8e4a06dca9d5c4071575613d7a5037,1,boleto,1,44.34
2c0e90a2bdcffa59af23fe752aa40541,1,boleto,1,218.27
bb54e9bf4bdb6c6391a7c6b517748b9f,1,credit_card,2,124.92
a77cf1f9b2d22060320fa51a5906d02a,1,credit_card,1,52.76
370e2e6c1a9fd451eb7f0852daa3b006,7,voucher,1,6.82
9ff3befac1804f201a935c589a8a1baf,1,credit_card,3,104.37
253c8653b64a17c18b729399e14c42cb,1,credit_card,3,595.3
6a78b3062a561085f98b76a5a0eea516,1,credit_card,4,92.62
621e3ac1e934f773b4db54dbaa49edab,1,boleto,1,95.84
b97ba48cd74f9ae244f54338636046b3,1,credit_card,1,78.2
8908c3c6b8591a4d779bc5a4abf4f951,1,voucher,1,44.55
3f6484ca65eed5c701aa5e348623537f,1,boleto,1,157.78
7ac78cb9b8592cea74cb5b1c3df6f84c,1,boleto,1,205.0
7fa917593c3ed7bd80f35dcb6e1aefbb,1,credit_card,1,44.38
f1c5e5967b0cd0144bd3b56958f7da43,1,boleto,1,90.76
18de001c224789d86e9b702f0c0dde74,1,credit_card,1,61.4
bd7a44c3216be67318d6776fa920703d,1,credit_card,2,61.37
d91a712b4ecf0cba1183e01e2808599c,1,credit_card,3,154.51
53177d318c723e378c2a2aa1e9b2ea8e,4,voucher,1,20.0
d263c6d795845c0224adf410912ba638,1,credit_card,1,92.57
033e33708df28579692a3d19492c6553,1,credit_card,1,145.57
aa99487411b30032936831e56c42da2f,1,credit_card,10,991.09
7525e8f8b1a51d44f9912ce81146ac7d,1,credit_card,10,221.58
36ee5e5872c5ae9c20647fcc29511b56,1,credit_card,1,86.31
c459d8ba2ab3f1d559fefa7ef0977cb9,1,credit_card,1,111.93
29195b2e04b68eb25fc8a0fa5d2d81c4,1,boleto,1,236.09
5e1a8017512badbdf543b509991dba6d,1,credit_card,4,235.28
d3f7c0e804b501782903f7af749eb797,1,credit_card,10,784.8
0efd6177ac7aab7f85f78796d324b321,1,credit_card,7,73.43
c5bed3a385f406c503841fed148952b9,1,boleto,1,174.64
85feadc22f532c19478ba1b613a1f40a,1,credit_card,2,173.62
2f5c9e01ce9f58ed0a7ce97bcb667a33,1,credit_card,2,99.43
5b97959bc8102d72edcb01bdb5a0e9df,1,credit_card,2,26.59
28a1ff56441c9df5d5bfaead83cd76fd,1,credit_card,8,326.38
3ec09614b4f70768683f64a1aea0a3a8,1,credit_card,2,21.84
7182e129d91eb324a925d8f1f8221d88,1,credit_card,8,214.14
63576020815760d4b5d11cef32595ada,1,credit_card,3,425.6
f66b2f5f778a4ba2ab4b97679dd30f64,1,credit_card,2,118.43
8dc7f5f2024708be4f36e4b1811cdd97,1,credit_card,1,102.26
17f1909bbd1c04e12d122bfb43ea383d,1,credit_card,1,126.23
a2612baf139a2d944224cb87c81d83b1,1,credit_card,4,214.69
50aee6309ac7a0d4fd5c78ac0d4e5404,1,boleto,1,277.48
bc444369eaecdac2463e2551eff32463,1,credit_card,6,63.33
dfe7353903177f63322383393e2111bc,1,credit_card,7,220.25
457afd8c764234eb93f7a25268578440,1,boleto,1,228.82
b18478bbf9b2283e3d12452f69fd9ce2,2,credit_card,1,79.92
e20a38519798b9e60a722ea899d1159a,1,credit_card,1,112.2
0cc893e70885ba7fc151e85141326ef5,1,boleto,1,158.73
c6a965cc9489a0d9ede11c4534e916f0,1,credit_card,6,202.76
b1055ce3474985fb91548bf69ace69a0,1,credit_card,5,71.14
ed415dd934c5bb15a4a2fd223bb0a43e,1,credit_card,4,91.16
9f363e28be707432b8173ded00f855f2,1,credit_card,1,54.09
518fcf931a950e2fdd0c4de17b5ed862,1,credit_card,8,175.63
5795afd080b42134859d9b925c7919ea,1,boleto,1,71.14
435e8115e759a6c6da83193f08e4ea24,1,credit_card,1,47.75
0f3f49e2316b72f49e23fea6ffaa2371,1,debit_card,1,24.28
f1a0e55a47be518c4c52510abb60bf22,1,boleto,1,46.92
72b02234375680d174bc9fecfb0fd9fe,2,voucher,1,29.87
d8457bd7376bc47702228915e4c4f187,1,credit_card,5,54.62
e0e8bc6045cfe08b087197d81196e339,1,boleto,1,164.53
2e1f1b86124165634a36f9954e368b49,1,boleto,1,147.52
92af9bafd80bcd2636471ac01bc77f60,1,credit_card,8,204.11
0b958a89cde3a26acc1aaa43b64b999f,1,credit_card,1,32.09
714b93bc4ed81c32fbf579f30619f3eb,2,voucher,1,173.38
a29c6282a6e4ec30881051cfaa99029c,1,credit_card,8,375.22
caad52d4e709edbd81fa417ccc0179c0,1,credit_card,3,113.05
41537821ce113ccef16d0e4b303f1230,1,boleto,1,89.27
b99a2fee4c6c76f8f22757566c90d534,1,voucher,1,44.6
36bd9a684be63b7aed450f82d31727f0,1,credit_card,6,133.93
0bd8de09c6bb3ea2457b00aef3b682d1,1,credit_card,7,77.89
c27a26005da9b758c804674cc9aa2da1,3,voucher,1,100.0
fc50f8edb8f9c1c84ad90e2af6e09ead,1,credit_card,4,56.22
50517e1413e46c6df586274af938d47e,1,credit_card,2,44.65
4821d5af4c2ac98b0f70e47c5d845520,1,credit_card,3,69.11
0ad82b0c5d9f039a29814e465165a0da,1,credit_card,6,318.4
93dbea6be0ad39924a14fe9360679560,1,credit_card,1,46.53
1422a4b4a2aa8b66fd49ff5557200b42,1,credit_card,10,924.12
08d551ca6776789b820288466888bc3a,1,credit_card,3,63.49
324f3c3352916cbfee179bcbae1e8ce5,1,credit_card,10,107.1
f0a3e1364c48c7c7f24a2282883d5c64,1,credit_card,1,27.36
d513f9d572bf6a3a3c4e59252fe4f19c,1,credit_card,2,28.93
b88187e3e61e2aa58b398415c2d2d4cc,1,debit_card,1,44.18
961a93eba7486b47946616baaf442372,1,credit_card,5,263.02
444881cdfe678e977b5e268fb6200760,1,credit_card,5,188.79
520ea64853a832e3e2fe0ff5d6f44667,1,debit_card,1,119.8
b5569f238f8225742a0ca65b827d0456,1,credit_card,1,243.45
4b9fc2bcaef1126cf5e22ba8afecfe1b,1,credit_card,1,75.65
b9ab6047d37ddd3df234b9e3da860b39,1,credit_card,10,248.76
5f9e4b231676bfe9ead7e5ed49d06dfc,1,credit_card,10,2083.09
053d5ed007096a9cb5adfe0f0f6d30b5,1,credit_card,4,84.6
62c5d13fc49db297fd55a998c9cde780,1,credit_card,4,82.95
d02add6627c4d73a21227674f39e6f86,1,credit_card,5,151.7
9416d46f37f3852f96df822e953ff6c5,1,credit_card,1,198.4
6533a0d9c1703a1ebf0115fb55e01834,1,credit_card,1,36.3
e808b609d07ef4f022d702b20db24137,1,boleto,1,129.25
b7afd3ff20d28b3d5ebb3b0f1d4c2ffb,1,credit_card,2,211.51
33504b554c6fd21bee085f5a180a7fa3,1,credit_card,2,67.83
bddbca2d48a961d74fe81de8febf9a73,1,credit_card,5,180.49
8624c1e28cde5fd7175aa2e87e03d494,1,debit_card,1,81.61
4ef50a2c9652e429d7d7591a0712aad0,1,credit_card,1,135.72
6e50c3286b2f4fef7e6adc496afd5b70,1,credit_card,2,140.4
03eae39a27aeab0f8c9ad5b84555a6d1,1,credit_card,1,60.63
1bda1235720d47a2a737221a9cb666a9,1,credit_card,1,157.32
8cdd96554616b2466ae2bd275781ef0f,1,boleto,1,40.48
3f24b1ee5184d84b2d4fe634755ab3f9,1,debit_card,1,39.56
09fd9b0402ed675bbd1ee1e81171ac7c,2,voucher,1,43.98
4efbb5172eeaa8a9dd5a9483cfae3637,1,credit_card,10,416.54
7385577575de1767a08ee7b11fb6d4af,1,voucher,1,27.36
b9edb51e964553c82dd1cb214873cc32,1,credit_card,1,248.38
4a28fe31d1808616ef3925084765c8b3,1,boleto,1,60.97
75b1a5c661cf89c511ec6ec5da5c4c8e,1,boleto,1,58.13
596e35e2fccc09d06be80e504dccab38,1,credit_card,1,27.84
bcd050a34214fa492826f945e3425650,1,credit_card,7,367.1
c5ed4a55e251ad5ceeb15a399999516d,1,boleto,1,44.09
be0cfa52def8dbec8774d5caf15b61a8,1,credit_card,5,891.91
5f332fa4ad3167e08253c656a2fae4cc,1,credit_card,3,75.99
e80158981f299f984453ee1a55275764,1,credit_card,1,28.4
991bf1c6e96eaac9da55927eda155d99,1,credit_card,2,28.83
9de73f3e6157169ad6c32b9f313c7dcb,2,credit_card,1,135.44
f20142c58be62ba5f9175df74670dcb5,1,boleto,1,79.46
186f651321d21b2a793c4cd866b7b62b,1,credit_card,1,57.8
381d16906fcc904fe66028d7438ebc3c,1,boleto,1,116.94
753276a5b8f820bbd0000f93b319bc0c,1,boleto,1,65.11
38bec8cea5e040be0ab60e3415a27572,1,credit_card,8,681.82
7d8db373393c49a61b22e4688965988e,3,voucher,1,20.0
c5ddf6be2ae50588b29222f7b1fd84aa,1,credit_card,1,67.44
6616b080a04b814ab8245f7d0d386025,1,credit_card,4,76.74
ef3845484f82e3b6eed4a579e3c1063d,1,boleto,1,143.5
137e61abfdecd3bfc15f45999fbe8809,1,credit_card,2,40.09
bf98c50762b9fc7e06742bcd424e1e9f,1,credit_card,1,39.1
a1b499a72aca650e451a357f1eb45c03,1,credit_card,1,59.56
70809734fe201ea6db6d4577b84a3022,1,credit_card,1,163.08
34df7484b616fc09350bd58d5abd1355,1,credit_card,1,67.13
7042e0877cfb1a8fb8e4293126dae9f3,1,credit_card,1,99.57
e3c57d0ebff7edcd11f4f15e59ccc852,1,credit_card,1,25.31
33f1e992ba3e439bfd0d432164a3d44a,1,credit_card,3,248.51
ca8909b3f3d130ce4d68392541e91800,1,credit_card,3,217.09
