geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,geolocation_records
2050,-23.51734415478188,-46.61213522693959,sao paulo,SP,44
2053,-23.513227598850428,-46.602792691111006,sao paulo,SP,20
2054,-23.517195508095337,-46.60669921220444,sao paulo,SP,34
2056,-23.512302133311653,-46.60278807725412,sao paulo,SP,19
2060,-23.51900515519527,-46.602860931821475,sao paulo,SP,34
2064,-23.517676960434017,-46.597964629407336,sao paulo,SP,18
2066,-23.508643305017994,-46.605295668815735,sao paulo,SP,74
2067,-23.506720281053298,-46.6036534199635,sao paulo,SP,40
2072,-23.500164927840164,-46.60405533511347,sao paulo,SP,69
2074,-23.50521986198309,-46.60044750495475,sao paulo,SP,39
2075,-23.505454220429975,-46.60232703217921,sao paulo,SP,71
2079,-23.499287714127018,-46.60578507967237,sao paulo,SP,28
2081,-23.495841332603625,-46.60469932466566,sao paulo,SP,17
2082,-23.49459706456804,-46.60716679313656,sao paulo,SP,56
2083,-23.49532145559458,-46.59793556042434,sao paulo,SP,64
2110,-23.519097465042975,-46.59553885431606,sao paulo,SP,18
2111,-23.51764300121214,-46.592756877647595,sao paulo,SP,37
2112,-23.517448624283098,-46.59045121964739,sao paulo,SP,46
2113,-23.517720495682244,-46.589226620340014,sao paulo,SP,24
2117,-23.51865496410495,-46.59365984819463,sao paulo,SP,40
2118,-23.515006511347323,-46.592774634882375,sao paulo,SP,16
2119,-23.51220780313036,-46.59263904944158,sao paulo,SP,29
2122,-23.511966093580153,-46.58386437718144,sao paulo,SP,33
2124,-23.50697691302585,-46.57712086357543,sao paulo,SP,76
2127,-23.50559796845306,-46.587265741108666,sao paulo,SP,45
2128,-23.50501951707933,-46.593942564083434,sao paulo,SP,23
2129,-23.50371906481274,-46.588291028965315,sao paulo,SP,25
2130,-23.50846749738403,-46.58356366642944,sao paulo,SP,49
2131,-23.504328811869534,-46.58250945058416,sao paulo,SP,58
2133,-23.499081224420927,-46.584724768458415,sao paulo,SP,34
2134,-23.498613267408857,-46.57978572229729,sao paulo,SP,33
2135,-23.49793218940606,-46.584612291700225,sao paulo,SP,33
2136,-23.498754324236273,-46.58237728186106,sao paulo,SP,25
2138,-23.493463862708566,-46.57451697635212,sao paulo,SP,31
2141,-23.488986884986794,-46.57065328067549,sao paulo,SP,36
2150,-23.49403466917498,-46.568633209704345,sao paulo,SP,15
2161,-23.490165194182673,-46.569283719186814,sao paulo,SP,45
2167,-23.522695763662153,-46.581619908769134,sao paulo,SP,67
2178,-23.521664986950224,-46.570523876507146,sao paulo,SP,28
2179,-23.520410060508965,-46.568235339069005,sao paulo,SP,42
2185,-23.51469915477194,-46.56748610841784,sao paulo,SP,51
2189,-23.507787143908224,-46.56746770948781,sao paulo,SP,14
2204,-23.48741125450329,-46.59216239463687,sao paulo,SP,40
2206,-23.48462056971313,-46.594045477918684,sao paulo,SP,34
2209,-23.485125790212173,-46.58537751870623,sao paulo,SP,54
2210,-23.48255993586803,-46.582102339606315,sao paulo,SP,55
2212,-23.495647470348985,-46.58925913931688,sao paulo,SP,17
2213,-23.496166309003108,-46.58812570952549,sao paulo,SP,18
2214,-23.49285143776326,-46.58679821915495,sao paulo,SP,24
2215,-23.49075874535679,-46.58336932471797,sao paulo,SP,42
2220,-23.489760624425745,-46.577676515345495,sao paulo,SP,66
2222,-23.48255551983193,-46.57558643715371,sao paulo,SP,36
2223,-23.48163665026994,-46.58016703941922,sao paulo,SP,63
2224,-23.484505055041186,-46.57377385004951,sao paulo,SP,35
2225,-23.48272229501907,-46.575106892239695,sao paulo,SP,56
2226,-23.480130351279403,-46.573621873819185,sao paulo,SP,63
2227,-23.478725053779495,-46.57237400394174,sao paulo,SP,70
2229,-23.476573316835694,-46.56882032587766,sao paulo,SP,50
2230,-23.483775068199005,-46.56365865538831,sao paulo,SP,45
2233,-23.477656119687406,-46.56457732269159,sao paulo,SP,26
2234,-23.47853873640821,-46.56954461942566,sao paulo,SP,48
2235,-23.479332643151153,-46.575940355471346,sao paulo,SP,27
2238,-23.471205040999266,-46.57158333882553,sao paulo,SP,62
2241,-23.49066870653631,-46.60743925992832,sao paulo,SP,51
2242,-23.487614708512766,-46.60399102375176,sao paulo,SP,79
2243,-23.491618476616694,-46.60386922937252,sao paulo,SP,63
2245,-23.484776590879946,-46.60659423636554,sao paulo,SP,46
2247,-23.48606715232523,-46.60124172356028,sao paulo,SP,32
2250,-23.486516506481184,-46.59621632352811,sao paulo,SP,40
2252,-23.47874415112702,-46.58831651709553,sao paulo,SP,15
2253,-23.479354242089904,-46.59550028538906,sao paulo,SP,13
2255,-23.476900639653298,-46.591937735170696,sao paulo,SP,29
2257,-23.472896055236582,-46.583176593543165,sao paulo,SP,37
2258,-23.475983214969727,-46.581904636035276,sao paulo,SP,30
2259,-23.471752671094716,-46.580964673989804,sao paulo,SP,44
2260,-23.469197012597697,-46.57960857271054,sao paulo,SP,38
2261,-23.467505149821427,-46.577296212716455,sao paulo,SP,34
2265,-23.474254219342594,-46.5920253605626,sao paulo,SP,35
2267,-23.478736970872518,-46.60073592895293,sao paulo,SP,20
2269,-23.47208025174721,-46.595977288016584,sao paulo,SP,14
2270,-23.472487631945604,-46.59303991017886,sao paulo,SP,26
2271,-23.46969889118785,-46.58996021925599,sao paulo,SP,36
2272,-23.469253640421556,-46.58668000150149,sao paulo,SP,19
2273,-23.463513771636936,-46.586237323090096,sao paulo,SP,45
2274,-23.46705177563329,-46.58792075620117,sao paulo,SP,16
2275,-23.465700020271463,-46.59026923297839,sao paulo,SP,27
2276,-23.461193054352837,-46.58409760247099,sao paulo,SP,53
2281,-23.45198742890589,-46.57510493774136,sao paulo,SP,53
2302,-23.48603650517337,-46.61401078807773,sao paulo,SP,26
2306,-23.46336881154139,-46.603478416618415,sao paulo,SP,73
2308,-23.476417941223545,-46.604210368193165,sao paulo,SP,71
2309,-23.47567347689037,-46.60473542606709,sao paulo,SP,45
2310,-23.472814658449074,-46.600729145013894,sao paulo,SP,108
2311,-23.4691228896165,-46.60167950362949,sao paulo,SP,42
2312,-23.464805059922664,-46.59871241697143,sao paulo,SP,34
2313,-23.463955418022827,-46.599899697845366,sao paulo,SP,34
2315,-23.45999643122022,-46.59974970395199,sao paulo,SP,41
2316,-23.46226583678213,-46.59383968992664,sao paulo,SP,51
2317,-23.45811932550877,-46.593167466510984,sao paulo,SP,43
2318,-23.45085923626503,-46.59011057457601,sao paulo,SP,77
2320,-23.45135041804102,-46.59842363518738,sao paulo,SP,22
2323,-23.45632474871195,-46.60109652657752,sao paulo,SP,56
2324,-23.47795550890625,-46.59847671510719,sao paulo,SP,48
2325,-23.453536818482117,-46.58604068922076,sao paulo,SP,23
2328,-23.51891636478149,-46.597306882292315,sao paulo,SP,12
2330,-23.48555369372784,-46.61749060119429,sao paulo,SP,58
2332,-23.48271441228537,-46.62155343982422,sao paulo,SP,44
2333,-23.48067042467005,-46.62137685302423,sao paulo,SP,24
2335,-23.483362773855806,-46.617055295327404,sao paulo,SP,55
2336,-23.481297618595413,-46.616939978784735,sao paulo,SP,51
2337,-23.47870480306975,-46.614513396023284,sao paulo,SP,24
2338,-23.47549861453998,-46.61812677962586,sao paulo,SP,11
2342,-23.47383686606938,-46.61059399785839,sao paulo,SP,36
2345,-23.46884421165266,-46.61523997261246,sao paulo,SP,29
2346,-23.471228484637717,-46.60823078789643,sao paulo,SP,21
2349,-23.459790579302037,-46.60444123792383,sao paulo,SP,26
2350,-23.460724077996765,-46.6016047944519,sao paulo,SP,32
2354,-23.455025746216513,-46.60431346669781,sao paulo,SP,26
2360,-23.43684179965344,-46.57774432064989,sao paulo,SP,10
2361,-23.43666388027887,-46.581489780273046,sao paulo,SP,16
2362,-23.479234826065806,-46.57963323557619,sao paulo,SP,14
2363,-23.432328025304585,-46.576089588461336,sao paulo,SP,27
2365,-23.445699933359347,-46.58188635586065,sao paulo,SP,29
2366,-23.467732746409894,-46.6105450979245,sao paulo,SP,33
2367,-23.462270277161405,-46.59380392478858,sao paulo,SP,44
2368,-23.40383591429107,-46.578095015905866,sao paulo,SP,12
2370,-23.462827497476777,-46.621804750826065,sao paulo,SP,15
2372,-23.46009453860665,-46.62462503200484,sao paulo,SP,43
2374,-23.454766956700237,-46.62144325386925,sao paulo,SP,80
2375,-23.45367712624098,-46.62503391014358,sao paulo,SP,24
2376,-23.457618907473137,-46.62810512762748,sao paulo,SP,23
2377,-23.45681436635574,-46.631813155616335,sao paulo,SP,32
2401,-23.491724436850326,-46.626771324989775,sao paulo,SP,85
2402,-23.490333607900936,-46.62712160939033,sao paulo,SP,157
2403,-23.493992216184438,-46.62835871344506,sao paulo,SP,75
2404,-23.491261472058344,-46.62898231747276,sao paulo,SP,97
2405,-23.489489892090063,-46.63285801485008,sao paulo,SP,40
2406,-23.488006971283674,-46.63010416827912,sao paulo,SP,63
2407,-23.484875111923653,-46.62457520306331,sao paulo,SP,49
2408,-23.48252299767236,-46.627289763075396,sao paulo,SP,44
2409,-23.47824424090556,-46.62488291727544,sao paulo,SP,34
2410,-23.475816671784948,-46.62302829333571,sao paulo,SP,67
2411,-23.475647989606813,-46.6243233037533,sao paulo,SP,29
2413,-23.48294043270338,-46.63702493446731,sao paulo,SP,32
2415,-23.471948352737527,-46.631370260204655,sao paulo,SP,129
2416,-23.477719255325276,-46.628170058826655,sao paulo,SP,29
2418,-23.470550272349133,-46.629061771599964,sao paulo,SP,25
2420,-23.47418698892084,-46.636393838272056,sao paulo,SP,71
2422,-23.471748790241357,-46.636773176700274,sao paulo,SP,112
2423,-23.468374956100263,-46.633410041508924,sao paulo,SP,42
2430,-23.48210332606749,-46.64537516133473,sao paulo,SP,83
2433,-23.481791749466833,-46.63626819210909,sao paulo,SP,42
2435,-23.480303315462383,-46.64176777956362,sao paulo,SP,272
2440,-23.477693752812367,-46.648223347401384,sao paulo,SP,73
2441,-23.473069775926078,-46.6414503667967,sao paulo,SP,79
2442,-23.473122483197194,-46.643816695070555,sao paulo,SP,107
2443,-23.472994531200314,-46.64742941190346,sao paulo,SP,80
2450,-23.49826168271756,-46.637784988665544,sao paulo,SP,71
2451,-23.499162903885033,-46.64211200009376,sao paulo,SP,52
2452,-23.500312073464766,-46.64407821290554,sao paulo,SP,93
2461,-23.49200316465636,-46.63900286171412,sao paulo,SP,108
2462,-23.491800382941328,-46.641606877272196,sao paulo,SP,50
2463,-23.488488792858018,-46.64548956958338,sao paulo,SP,11
2464,-23.489335229999785,-46.650390829618985,sao paulo,SP,42
2465,-23.48398280079572,-46.65555097635693,sao paulo,SP,46
2467,-23.4912938769211,-46.64626429449921,sao paulo,SP,48
2469,-23.48535531743175,-46.64478821092038,sao paulo,SP,50
2470,-23.484968674235567,-46.64915068951776,sao paulo,SP,34
2471,-23.481740846651373,-46.65212245563381,sao paulo,SP,52
2472,-23.476857088052625,-46.65555959512381,sao paulo,SP,44
2474,-23.477266697560914,-46.656507691351536,sao paulo,SP,40
2478,-23.4775490628778,-46.66003241993778,sao paulo,SP,31
2479,-23.475114155528523,-46.65648099834141,sao paulo,SP,28
2510,-23.513042100765297,-46.65199446742354,sao paulo,SP,23
2512,-23.513719395863195,-46.659342449309165,sao paulo,SP,63
2514,-23.510630743633,-46.655237650268454,sao paulo,SP,53
2515,-23.510207653445484,-46.657889882698235,sao paulo,SP,18
2518,-23.50994839490356,-46.66534774802663,sao paulo,SP,117
2519,-23.50198109293588,-46.65543872434718,sao paulo,SP,36
2520,-23.503157594303953,-46.65570908261467,sao paulo,SP,26
2521,-23.50397313981227,-46.66510041964075,sao paulo,SP,33
2523,-23.505830147086826,-46.655628231799355,sao paulo,SP,33
2525,-23.50217383069566,-46.65740849857896,sao paulo,SP,4
2531,-23.50093691036352,-46.65274170167209,sao paulo,SP,29
2532,-23.499764018180496,-46.65547084356665,sao paulo,SP,30
2535,-23.4973976708331,-46.649462968140334,sao paulo,SP,55
2537,-23.491312375387345,-46.65245974809945,sao paulo,SP,57
2538,-23.498864991797625,-46.654467646097416,sao paulo,SP,18
2540,-23.489296985712958,-46.65618557304518,sao paulo,SP,25
2542,-23.487012986660364,-46.65867539409774,sao paulo,SP,88
2543,-23.483787802668417,-46.66117580387885,sao paulo,SP,91
2544,-23.48892715522341,-46.660918321003315,sao paulo,SP,15
2551,-23.502582111131023,-46.669244349484785,sao paulo,SP,25
2552,-23.50803013065077,-46.66118911401633,sao paulo,SP,33
2553,-23.498978377994305,-46.666386852971044,sao paulo,SP,33
2555,-23.493685090810917,-46.66619179317389,sao paulo,SP,44
2558,-23.4961102056473,-46.674637780112796,sao paulo,SP,29
2559,-23.49305416825461,-46.6724459979511,sao paulo,SP,37
2561,-23.492352403494024,-46.67494217200702,sao paulo,SP,16
2562,-23.48686598302112,-46.67379824356863,sao paulo,SP,36
2564,-23.48805491276905,-46.66871189431482,sao paulo,SP,31
2565,-23.486574146899905,-46.668359968689195,sao paulo,SP,37
2566,-23.48283670260179,-46.66889674438225,sao paulo,SP,46
2610,-23.482631119781175,-46.65943086047525,sao paulo,SP,29
2611,-23.467790322895212,-46.64820626081536,sao paulo,SP,149
2612,-23.47270051549843,-46.66375781178632,sao paulo,SP,47
2614,-23.472334583682706,-46.65657844951058,sao paulo,SP,29
2615,-23.471524878270273,-46.65419127239689,sao paulo,SP,79
2616,-23.469190720707815,-46.654573500771825,sao paulo,SP,49
2617,-23.46638167766197,-46.658682706841034,sao paulo,SP,71
2618,-23.468391549400177,-46.64998006250479,sao paulo,SP,94
2630,-23.46377508861393,-46.6414332594311,sao paulo,SP,11
2632,-23.464508708899025,-46.64920725174606,sao paulo,SP,26
2633,-23.461693187817826,-46.651736610865974,sao paulo,SP,21
2634,-23.45763338134832,-46.65040414879299,sao paulo,SP,47
2635,-23.45649656069816,-46.644392106976504,sao paulo,SP,29
2636,-23.453337686725703,-46.64510401738256,sao paulo,SP,44
2649,-23.460645799910477,-46.66255873719928,sao paulo,SP,39
2651,-23.460889439603353,-46.65885904148838,sao paulo,SP,24
2652,-23.45763629568371,-46.65668054702773,sao paulo,SP,71
