customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
db2da0a7e8fe9eff4dca9a362ce81f2d,75d62b9a2050292984f91605099ca0c6,91350,porto alegre,RS
b9885472fa562ddc1cb5333a42b654fc,2767ebe1fedf70562aa588a37a23080a,14401,franca,SP
ac0e954e97b91701a093a47c675c5700,05c567475380140907b9ca53ba1dcfeb,25675,petropolis,RJ
75e645f4c54045f7a8d2c28dd10eb587,0ec8a2bcaa8e0b1ca282f7baf9d89513,90240,porto alegre,RS
c8b401513911c82f3cb4e40dc26cfc64,2274251ce58a8304f8e9b8380db47018,18380,ribeira,SP
8c4a94e823813e9e03460f5f42ce4fe8,be4656d02bf1e9d6663764ac9c7909ef,35160,ipatinga,MG
91ef77a365c213f04954c1527081b016,0d8f0706c0d71cb8f6d957dad3023fc2,70770,brasilia,DF
101a5d44d7659f8b2ec49d385d80a1ed,29ea68ebb3474676eee3322428dcb0af,35171,coronel fabriciano,MG
145ed96e22cdb678a8b4107d72fddcc8,c98cc8ac7311ad123e723f5caef4c1e3,14709,bebedouro,SP
3c5a39f999c141a42792a0f2e1c7726d,4d0063e13c579513a5892115c789682a,36500,uba,MG
d5a5dcf7970697c1d38458beb2cb264f,01ecc1f1f21f05d0736c99d92646f132,86700,arapongas,PR
b33c387ac5c9922825b25a79b0dc29cf,b5e4462426d75ffafaf0b1a6c912b257,88304,itajai,SC
47c2b21c22de46f42a427db0ea223499,f054e8c1cbcf5e89ddd9b615c349936b,78325,aripuana,MT
79647ff1cbf238aedace758bd4271aab,b6fda72bacd286a8ac316325ddb5be90,45840,guaratinga,BA
5bfe800011656c0afb81db64519982db,0071f46a072a9ae25bbe4438b15efe9c,16011,aracatuba,SP
b09ff235742f48bfa743f3e9474d36ef,016a5760b723a3a0bcb4b294d4bc6b45,7197,guarulhos,SP
d703cdda08125e2b263b92746af0f23c,4669d94e1e35f2493af76862ff85beba,1527,sao paulo,SP
d472d9abe6d6bb1ee558dc98a1ea89ea,a1e5fdb1a21a5a35f49da96f780f4229,4845,sao paulo,SP
872a25f014b99c4c17341cd9ad0d468f,636f22218f8430a8463c5ddc5f68fc62,14802,araraquara,SP
545aa46e4e68df2b3b8dcc06f735e179,104ae9a43b6e639f45bd5e3bc19210f3,36205,barbacena,MG
eeee8af1f7b29dbf34d577db1fc973e5,437869c8fa511c68c9e1f61cfc11d30e,95500,santo antonio da patrulha,RS
dcb6e7bc4e65d815025d0aa14349a4ca,a1864cdd58debf5031958069ee937742,1230,sao paulo,SP
e13b1d1fab9d212d258c2e6d0f69f6c1,8ee330dd325716db048bf014601e3fa9,39100,diamantina,MG
3db09129454f368874d3f18bb83c7d64,0f6371fc9c2e78818a6e7aa33022a506,18120,mairinque,SP
41882b0f934c20a88f3d44f382d5e376,5e21109503a635f7ad93db18a7ee4a21,25645,petropolis,RJ
e91d6e2c6d965a4d07ff782ce5bde6db,09ec740fbf182446388824c67a5fb78d,2802,sao paulo,SP
278003098109cfa2d2625f4772cb2a57,ffd2aa973e106c7d7218a960320420bd,13416,piracicaba,SP
22688fbe08d1209daeabcd6c40590d1e,aec17cb0c9dba3200a2c49c3ef0a07dc,3579,sao paulo,SP
038d3dd1371d364b6ae8ece9febc397b,18e3d276253780b44b5b7bf83f6785ec,11420,guaruja,SP
c85bcc5a4c098769d6bbab6b77f61cb8,9065001c21c6240da6fa642651772e60,20240,rio de janeiro,RJ
0e114b02a45c9876080f3a9a19f51c16,000c8bdb58a29e7115cfc257230fb21b,31555,belo horizonte,MG
e4f06fec45100ba91af9bc48190aacf0,5988cee3152a64b959afb5a6eeb87a4c,27175,pirai,RJ
bb4d5187b89ea6b78cde7926727a3cd0,9164cd45afebaec2d61200f8f51fee45,29903,linhares,ES
6a6d5c560d1072a67be9ee533125d9ed,02a6a137ef7fe2414c9e14fc4d060790,4116,sao paulo,SP
03f7c28100418ce57927a01d62a6cdf3,ff80f08b2a6a87e84a28bda4613f99bf,21010,rio de janeiro,RJ
77069f163bef4933c6efeea244b3f606,99e41e69b60bd63edd83935499523063,21616,rio de janeiro,RJ
1ecf434b5a01864957c940be8862e457,196a0e7f3563c9de2605b2a753983846,13641,pirassununga,SP
178706e9cab0f7d13bb90fbf946269c5,07f61caa1c9e850c14e94854cec87545,9686,sao bernardo do campo,SP
c24638e1ff5efad8e21f689d7a1f0c6d,023f426e28a212b8328b41649a2b1a05,89694,faxinal dos guedes,SC
620c2e659b5d119813362bfe4bbe8634,23e5f7d84dad8339f627d75ac90e2d43,7251,guarulhos,SP
7077cffa9bdf93c44da47143517b6a7b,04b718d93b254329e7dbdbe026e85301,38400,uberlandia,MG
3bb847c18bde99f853838a4dce29bf9b,1964f2b215ebb68671d893438e974b0c,13178,sumare,SP
b04d041da05c2704d29c6945333cd08d,627d075513dade14e0fca3b59dae6614,68371,altamira,PA
1a5e81b2a849e76ca754d36ba90a5264,22ff8c0cd3d7471e6be7c4b5fea955c8,3718,sao paulo,SP
1a39f03ab9c2ad4470f8c49d97cbd6a5,6f65f19c2dcfcab8b76b2fafb5b840e1,16010,aracatuba,SP
8a1131b2781ee44d9a21498ecbaf1d9c,60d23aecbf66b7f5058003a86e89232b,31330,belo horizonte,MG
cfffbb322333151f8df6398a8c3340db,0dc0731aafd5659410244092b0dc7d65,5093,sao paulo,SP
d1a2cddd07d7491bfcc7eee111311462,8f1b15e134107b88557c55167040c6b3,3923,sao paulo,SP
df2939f9c79221e4653ea43744090d21,1a2aee05f48e80d4107ff223a9e4657a,12243,sao jose dos campos,SP
95aa1acd3c367fcf72a56d106afc9838,34f0b37e89f9ef4768bdd233630f9b62,5894,sao paulo,SP
fde5bdd75d893cc0e6a3ba63529ca124,7da3054afe371affc14d26cc2cc04358,3574,sao paulo,SP
a37646debdb792ee5aaf18cf5da53717,f51f170e51593c5e550ef7ae616f1517,40323,salvador,BA
f9dfd7942a2d7f1588b7638a9bdc8ff1,ebf40c0db4fe06ddd15a7a44238c986e,24240,niteroi,RJ
8ac977b83cae48a1d1216f13b06aaa2c,9c7601f15a64084e0e54df80e188eaad,7020,guarulhos,SP
405e4bf2d57bb2ce60e05d522d0b0631,196276c2651ca4783688aa741b72d540,35935,sao goncalo do rio abaixo,MG
1667c9660e2d8494588daa01cf9e3f86,760caff27799b863021f2591c828dad7,96570,cacapava do sul,RS
eb545dff3d570e77ccfdef726b704622,d7683e45563133abe09d19dcb663200d,1537,sao paulo,SP
11ba86af0ea78e6db913284c2e9902a8,273fff5a1d5e0ffc35f76b3fe3fb2516,14050,ribeirao preto,SP
864deba6b142c6d04a53fd379a9256a3,184997aab6012d21021017a525de5206,74160,goiania,GO
a9434e011c74b3cfe8649aafc303c441,637c2caca17c2bf9fe41e50a6fcec9ed,55525,cortes,PE
1ea9656f6bb4ba028d81b90a4e7d1369,ea9412f324bd34513bad100b6b6e8297,3183,sao paulo,SP
116e47f49c0558a5e9bb8eb119485e24,cf01f9dc838bee15dc892d87f879fa7d,88351,brusque,SC
35b6b3b06cd4b2101cfabfb5429dc028,05105abc98016eb044d450d5e60de1b2,24060,niteroi,RJ
be5a493a772f5d77e1a9ef3b791176d2,b88274bc5ea463278efaa456c2b8ee73,6286,osasco,SP
0ccda8ca5a2e6382c05ca6321324c14b,81332bd0a95775e25469d45e070b8e65,4401,sao paulo,SP
cfde763c6872e69417809fce554046ba,3fdc39171d444e1a1cd4da98ac2e4adb,81250,curitiba,PR
eb9f43bc3cb1915ba52ea755eddad3d4,c45221bb4573f66bdd4daf43fe2d4b3b,6624,jandira,SP
cba7df91cfb5b29a0e92be5fb93b5e55,14debbd298c3b01daa32cef625668068,30431,belo horizonte,MG
b7099c2fea8e4284d4e9c6250c9a135c,a54de86aa4370cc93031bb4e99d436b0,4182,sao paulo,SP
aeca4ed7648c403088113efb0e5a2ba1,d6735445f2f7ba25a4c7fe937c24bf70,18051,sorocaba,SP
32a49c42e4bc78e6453e53c6719f6196,26c62200e28fe391637570bea7abd9c5,20550,rio de janeiro,RJ
d6d14552ae24882f995122185c4c9b1b,f1acc2f42f829576480ec437ff5e236e,36881,muriae,MG
5a3bc3042d393b11573b5ef67e6f9a0e,30a8328a39c99665deea9fe8954e8339,88372,navegantes,SC
13b7ad9037c0906ddddf4671337aacfb,312f3a7159f8ae9a13199d7fbc53d1c7,25802,tres rios,RJ
a4f866fffea84c408569acad1def536b,4cc24e44f98ce556d647948ae2d27cc9,4717,sao paulo,SP
e0c77096ebcb9aedc1c613ac43e0ccfc,c7a2cdaf9d8bf3ad353e055e39024bfd,89825,xaxim,SC
06bf021cebd25d2cfceae152a5956e04,97d007095d1f9c6c5dbb15c3c1aecf5d,85301,laranjeiras do sul,PR
07cbe547b6dec2535abda65b57733754,53ce59821e6c5041654f61c58e99bcc2,8080,sao paulo,SP
0eed1698388ba8c1fe0efa37ba6f269d,e145a017a309c275c23443e1240c7547,7143,guarulhos,SP
5cb2307ae35b44c9dd90f76c649b99b5,9d86d7101600d743968f3ec5a17d577c,13050,campinas,SP
c09a03c98715b144a33f291d19c17741,af4a4064051073083caa2b1d8e2e6ced,35500,divinopolis,MG
2ad0fa5dbcc34ae3e276ceb5eeb3fd33,eb3c04f545e10b9e1c89a7db0051a334,24220,niteroi,RJ
3f3a10ec410c8efb0ca799fa7705d07e,8b28d6ec6f6a9124310e82e5a55f35de,35430,ponte nova,MG
dd925b2d7036191dddf80b8d2ad36162,6cc5f19513662ec401e8ebbbe399ed06,13400,piracicaba,SP
46d2e019708c24dcdd7876d13010570b,912a41ed4b2200e0ac7b5ea1ef1c433b,4571,sao paulo,SP
891deeb7a50f52a5a2a5970152b3864e,b171945c68776b1434cf56b06c6e41a5,29830,nova venecia,ES
f9498c1d633509de995d09aeee4f67c9,374026021639ada6e97c12b31a997a64,58407,campina grande,PB
ad21255ff9650ff11d50513eff3eed15,005226be8d5b972d0f72b4e8a79f322b,22280,rio de janeiro,RJ
ce303f783b5f596243cf7100d6b848a6,8961b4ca2c5aceb7a78ea72c6e0c840a,6056,osasco,SP
4fcb81008b393431f4da5ee341b186bf,3fc63a1cff1beeaf62fff26f695de143,9321,maua,SP
9607a8fb005a71d577150fdfef27ca41,1145616de76e14f4e7fd5452c2be149c,20011,rio de janeiro,RJ
1268526bf0726490d03a27535d35b390,0881442e3b9a9a2e65938b30e0598eb0,12604,lorena,SP
a842a362a7fd195daa06e2d9ba915df8,40c4c308279011b2e5b85c75579f415d,24750,sao goncalo,RJ
9ed93ef87e36da017477c052dad73c59,cc117a146f6e56e036afcedbd420c0e6,85910,toledo,PR
b5b0ed31ff924e46f8566027d9d2d62f,b2664990a1ac9e250d98ff5c615c3276,27251,volta redonda,RJ
de27e7ae8adefd14b55e07db50c5c037,a50381d8ac7b457ced2071af9ef0caed,1224,sao paulo,SP
0ebcaedcc19c16f38153ce813742e545,1a39704fa1459528597c7e52f99e39d4,26265,nova iguacu,RJ
07ae5e78d3f125fb413ccd2e37b7206c,77f990b8b2cae027e436e8b74a1e7d68,8671,suzano,SP
1f643377fc027364be3ffbc29cd8e109,b310264264a53605778ac08833bd5514,12281,cacapava,SP
5e47f0b16c49d0a6b4fe98c879bd5f3a,08995ff3d56d1423655c3b21cebe06bd,46100,brumado,BA
eae3c8b4b40e257c3e135d4c85a2e8b3,f393ee789889eff3f65907da221fa79c,22755,rio de janeiro,RJ
12535a12a38599a1966032a195704ce0,fd44c522241326d803458027362ebca9,28051,campos dos goytacazes,RJ
c0a1f831e9bc121e3d53685f89955059,296d0b2c6acccdf4d6727b20e1f9f4a2,18070,sorocaba,SP
d494b02fb3835e2d398d44ea7f275bce,e1a5b21153987479299c92d5c8b1ee1a,88045,florianopolis,SC
cb8adca2a68ffd5c23a6740bccf56ee7,324b9a2e37fc2ab928a842b9429c46ea,7072,guarulhos,SP
f74bef75a01750b1517011b59eb1c000,0062adafa3846d9f372d8f1bde591b24,2452,sao paulo,SP
cbb626598bec148e34d513bae9280e8e,1c68b10c39678b2f8a7354ae67c44ef3,14745,terra roxa,SP
d4e2b78958020f76ccb03034b94b1a43,99172dcdec60d7c00f2f6cedcdab4c3e,12288,cacapava,SP
3a32a08e045323a9e98da11f43951b90,6e74a070e214eca4da1af1d8c10e0b98,21550,rio de janeiro,RJ
0424e2f81bdfb77d7c11c3f447c7b241,bb6ffa5f9b68665f0cb238ea298092a3,12081,taubate,SP
4b8a694f92f4bc42833eccf7d1be0502,f2b73529bb775e473cdeb67d991cc985,15775,santa fe do sul,SP
dacd86bc006c12e3eb2a55020cb8dc7a,0d086121374abc7682c5ec5bc50373b6,7700,caieiras,SP
2f74942064f74e8ca891d7db50ff815b,61b1cf555fffb6c8845d81e8aa44f7e5,3575,sao paulo,SP
5dca924cc99eea2dc5ba40d11ec5dd0f,2761fee7f378f0a8d7682d8a3fa07ab1,14409,franca,SP
f4b7601916afa6166fe1ecc135176223,2ec68b85269ac7794879aecff0dab44f,18190,aracoiaba da serra,SP
3d32aac5bce2d5bde5b0645ef8b319bc,d6caf670c8bf91aed723f242cafb71c8,29305,cachoeiro de itapemirim,ES
7f6447b2b23e17b3551bec3dcb4f9301,b5e5fa1268db5aa96a5062853fd1891e,20230,rio de janeiro,RJ
397923ee893a17a79703c3d8cff22911,a4e7c06913461ef2298e10fb4cdd2d71,89280,sao bento do sul,SC
652bebc636b04ff76896479e77c7ec18,944a3eacbae592a23be282b9858d78b6,13339,indaiatuba,SP
102fc0966044243157bb81e4ee0a251e,00cc12a6d8b578b8ebd21ea4e2ae8b27,3178,sao paulo,SP
54219e2e76f6a2c60768ffad1ef081d6,3a73ce6fc3b392e1ca609b5548418c36,59063,natal,RN
74a7d1d3922d5c9d87683edf0be614f6,f8945c1122a948f727f6cc5f56f02532,9030,santo andre,SP
34438889b551b701f2b8479aefa43c71,4af9d92576710a7d35603adfdff67acf,18900,santa cruz do rio pardo,SP
0b169717fec8c12a53790ce862ee480c,25e1b5240ae610b163924a49e7e85bc6,13845,mogi-guacu,SP
7f4f07b97783e894fccff9d72e0988b3,293c9db44b6588c4e52fbef455fccde8,88085,florianopolis,SC
60e7ad191809c84e2fa3c164e1a5b948,373f58d5685e5d041b9fb63c7c580593,13733,mococa,SP
ab58d6d2846ad28915bc42bf8f75a853,9852ae41cc160b7df4017c45373187fc,4297,sao paulo,SP
c9785a6ba20cc13ed3c0ac679ced9067,726c8f1821bccdbb500536a36b6804bc,23058,rio de janeiro,RJ
14eba40b8ec6185b47c93ddfecc1faac,4d160824ea5977aa52fef32596211a93,27600,valenca,RJ
06703b3d47c703a3e163cd1769c2c53e,8f3eef80fef6d26aca45231210bcfe63,89900,sao miguel do oeste,SC
22a3b0e62211d8e0e28e374ce3cb6041,3f9d987156fddc08ef77f52d1a15c073,13840,mogi-guacu,SP
03cc560a190bd173cdb410ea38c6620b,76967eb50da869a312fc4adae1fa5309,2410,sao paulo,SP
50814dd40158d233103f675c340c68b1,b3bbe51a0caf36d05239cdb5124a2421,1008,sao paulo,SP
d8583ba686f2196aba5bc31f896bd8ff,9a8ae5697c81ca094e4bc087022d89d9,71907,brasilia,DF
8a4976f31f4c12074f026ab5244d7ebd,dfbde47bde19b04d057e18b028d5b5cd,13412,piracicaba,SP
3f1ea323922032ac23b7ef91f69a95a3,18aef158fe07c1e9ca8e1a5e3b7b723a,25585,sao joao de meriti,RJ
79d1d82da7289f7cdd5f611d6c5df0af,a6bf63037fb9e3064d1f8fa4224df32d,20040,rio de janeiro,RJ
04db47e1f5a9cfe6cc8b560696c807f1,86ee190a174409391a427eed6f5e2728,2804,sao paulo,SP
0683b8e9246bd0ccbb16775291a66147,8106dda85e61ac65b597178f5eb9ee99,71720,brasilia,DF
aaad67429ea7d339bdf5f71ae3ef74f6,13613cae6e3bfea8327a916246c96cc9,5108,sao paulo,SP
73a8c93b316350e98f0d0804293f2c27,5acf34561af0200eb8fe2307fdb126e6,22461,rio de janeiro,RJ
9690ae359573ddb7eb6ccb02ba8ec568,c3d1d99aa10c2e90ceb77c2197e1ae16,12246,sao jose dos campos,SP
92d80c533a45c936e5ba04440a73d99d,6c286f4b415764f00f8ebbe4f8fe271c,45700,itapetinga,BA
18914bacd6f0cb1785f7970be42fa83d,cbddc85ed8c77a56bc0ba0cfbf057242,54315,jaboatao dos guararapes,PE
e38d1d16f382a3c99f6da45b79418463,f2cb4abe193595fe70e9c380e488004c,11070,santos,SP
1013b3cb87e89aa951b7f556f8c26d33,0032c76b20340da25249092a268ce66c,13515,charqueada,SP
260cbd84c4e1c78240a8ab6f5fe99343,65333bf484bb685082b70adc3e154aeb,98200,ibiruba,RS
c97dea389274283c7b7407ae8cf809f8,659b895fc430805f484d0beef89bf146,45570,ipiau,BA
ec862d3ecc84eb50ec17e5c261d55088,a3a6f2d1b8311efa1f58c7755e022a4e,5782,sao paulo,SP
a43e0f37cf24e9449489d65aea6daedb,3e41c85ccb429fd9a03422dc9f0c18a1,38408,uberlandia,MG
6a830a6e6de059a41ba310fc217a6bd8,fd3a69ec7f07e6cdd8f87021f0191cf9,8381,sao paulo,SP
cfaee97e3b62357ef1c296faa8553d76,06b08c5a655b72aae399c4411e15cb47,9840,sao bernardo do campo,SP
e4c8227df878d2e203bc81fc1351342f,47bd939e378c0ae8734c7c4194f52cfd,30290,belo horizonte,MG
5747e92c2d001d68a632852f8a4f3768,9f16fd7755d607cff890d9af2f212340,6708,cotia,SP
10c23e73ba4e0d1dba0fcb959305ecf2,58c9adbd05815ccb9c1e1ddf6a8f6124,20020,rio de janeiro,RJ
f95370ea34c6c1e0dc4cc99480858a54,5273449e12a174a67f5423126de96435,29160,serra,ES
988381e3ac7174b278642cac45f5d227,77528332d8d9e9a13c03da164e28040f,9280,santo andre,SP
a94a18b754523b6845747ab60c906ece,ae0fa4150b81d44201545e47d2aa9ccf,71571,brasilia,DF
34c7072b051e4df2c2a048d2db72edaa,a8953e3d7677addada63eee79b91e7ff,36504,uba,MG
97ebd831465dcafb7b8aba3bed42adaa,e15bbe8fc7504d0075b5835a1b306ada,20031,rio de janeiro,RJ
94906d652f7d1c9e4c4af604ede7784b,544d0f13064dc42b8f6957cf43fa5cad,69918,rio branco,AC
21353e8505522af33c2bd5cfc6d371c9,64b4630b1015051dc3c2e286684d444f,38413,uberlandia,MG
8bfde2e8ee1c470784cebf3888dc3368,827af9fc3113e6e7b0cdc85dea8fa44b,24358,niteroi,RJ
25d0a19994db670da25c2a23de8466f0,f820eddce0a5ff03e1e40168b5ddb0ec,22460,rio de janeiro,RJ
bfc0d6ebdaec3937d7dffc39fa93fb91,bd8e0f3ea9fb694fc53c7a358643fc06,74435,goiania,GO
5c78528de7bc16285f19af96fce88f02,e6925d3e39cebd0f699008b248e58361,13208,jundiai,SP
deaca55a21b9248b34e823583f5ddf34,6dd5be3b2a4f4f7fe09e81590896fa0e,29500,alegre,ES
68ebcac94ae12019a0d4412660f8f1d9,11ce7127e348ee1d9bb75ffef00923dd,48970,senhor do bonfim,BA
431837f2d214f5f1d55cf189aedc8035,34d93be3a57e6f8bba423d9064cda7c8,31741,belo horizonte,MG
9c8618b4f6ec3b019f860e278d9294a5,84534c29f49cfc37bda78a29e6c6b629,90440,porto alegre,RS
292d8563fc70947dd2010aa36b726cdc,cdc5b7e1bd2027fc820fab4bf76dff04,57071,maceio,AL
7024b77e0f63bfa361f87eb7e4d21b51,d0a9421d1143535e463a15d18fcddf90,17207,jau,SP
128664a3f38d78795c698c380488a5dd,5254c0eec4d1c586e4e6b59fba3d33ea,1131,sao paulo,SP
061d8030d0f605af68c6ef004ca15700,70a252703c9e9801d4f69aa10f583a41,38500,monte carmelo,MG
84f15cc9c81cef2a84c29804eaf5c731,a26b156b97861290e0b947bcdf2b1abf,74936,aparecida de goiania,GO
9bd4ec3645cb38780110176b72910976,301a6d74a3eb7cd8e3508a045b8fa2e1,89705,concordia,SC
f4302056f0c58570522590f8181de2c7,67b05b597a66b5c449025000b9430abb,64605,picos,PI
