product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
2be2be0a6a5916840503fdf50808ebcb,utilidades_domesticas,41.0,270.0,1.0,600.0,36.0,6.0,19.0
8efa775719397f78f79c8e5c7b0afbd4,moveis_decoracao,22.0,275.0,1.0,1000.0,30.0,18.0,18.0
9e87e3ee09baee5f5c0513ff37bc60ab,cama_mesa_banho,58.0,381.0,2.0,1550.0,43.0,8.0,33.0
a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,58.0,223.0,1.0,2700.0,45.0,13.0,35.0
7f6308ba4057a6a740af7b4dcfb79c13,telefonia,63.0,1930.0,9.0,200.0,19.0,5.0,11.0
8da90b37f0fb171b4877c124f965b1f6,perfumaria,56.0,733.0,3.0,377.0,18.0,13.0,15.0
f17b05cc8a7651896df8c30884200e9a,climatizacao,30.0,547.0,1.0,2000.0,32.0,51.0,16.0
ac5bae85a895724330c4acddd581b02b,telefonia,50.0,1254.0,2.0,500.0,16.0,15.0,11.0
60cf4effb6947283fa638d570bd07318,bebes,30.0,410.0,4.0,4500.0,80.0,70.0,28.0
bb09cce52b336261572a5a7e25a33795,utilidades_domesticas,59.0,943.0,1.0,550.0,16.0,25.0,12.0
0075c14603d80515e20908c156ceb47b,esporte_lazer,50.0,329.0,2.0,150.0,16.0,18.0,16.0
5a42f73d92034010a4e00360fb0df099,esporte_lazer,55.0,144.0,1.0,3775.0,18.0,13.0,16.0
2bfb0bdbcea77da2879f0ef3be9a219e,consoles_games,53.0,439.0,5.0,900.0,22.0,7.0,18.0
87fb220044e9aca16fbec51c6c997aa0,relogios_presentes,60.0,438.0,2.0,250.0,20.0,12.0,20.0
003938452c98ff9ab28e9e7b4bfe97ab,moveis_sala,52.0,420.0,2.0,5050.0,50.0,8.0,50.0
8d6cb00151d423c52855385c89f0bae8,automotivo,58.0,386.0,1.0,27100.0,50.0,50.0,50.0
5877301b00f95e3c6118738b293dfab3,eletrodomesticos,50.0,273.0,1.0,1500.0,65.0,8.0,38.0
e0bbe6292471ff5ab3752414baf78111,relogios_presentes,43.0,572.0,2.0,500.0,16.0,11.0,11.0
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,52.0,700.0,2.0,350.0,16.0,10.0,16.0
fc2edee55f4118969f4dc49f7a717605,automotivo,47.0,1548.0,3.0,500.0,16.0,12.0,17.0
b521fddf2c8a7e7d1791bfb3c1b2f278,esporte_lazer,55.0,448.0,1.0,1000.0,20.0,20.0,20.0
46b48281eb6d663ced748f324108c733,,,,,18500.0,41.0,30.0,41.0
50556c630443502c11acde1c320fe278,beleza_saude,59.0,257.0,1.0,250.0,16.0,2.0,20.0
1ffe365aa7583189e63f2fa4f060b269,esporte_lazer,57.0,785.0,4.0,5200.0,20.0,60.0,35.0
f9471562478eba8761bc985b968a0092,utilidades_domesticas,38.0,390.0,1.0,850.0,18.0,21.0,15.0
596363933adf57df745ecbc8afeec226,esporte_lazer,50.0,853.0,1.0,698.0,46.0,10.0,14.0
4473f3e5c65952b074ef987fa5c24662,telefonia,59.0,776.0,6.0,350.0,17.0,4.0,12.0
8e71b24c3e25a92fef6176120a67fac7,informatica_acessorios,53.0,585.0,1.0,783.0,21.0,13.0,28.0
828fe032935d7c1901682e5b6cc076c2,perfumaria,48.0,1063.0,2.0,600.0,20.0,20.0,20.0
19502a282608c5627fb32e22724727fc,brinquedos,47.0,181.0,1.0,11650.0,55.0,30.0,30.0
df473738565b52f77b4e22b328b41576,construcao_ferramentas_ferramentas,42.0,369.0,1.0,400.0,16.0,2.0,11.0
a388f2043ca885de714453e4fac616e2,telefonia,50.0,744.0,1.0,100.0,16.0,3.0,11.0
4c6018f41a6c2e5543cc034e94f5ce5b,ferramentas_jardim,44.0,2395.0,1.0,16500.0,40.0,25.0,26.0
6b017e0d95d8765a6f2bed3bc272c61e,fashion_underwear_e_moda_praia,39.0,422.0,1.0,250.0,36.0,4.0,20.0
6d14f72afff32795290f2df6507f063c,malas_acessorios,59.0,413.0,3.0,2300.0,84.0,14.0,20.0
5e21d5cab5d33e770d8150a4ee6117db,relogios_presentes,60.0,312.0,4.0,200.0,16.0,2.0,11.0
701ff123e9085dcc9c2f833efded6374,cool_stuff,50.0,268.0,5.0,10664.0,61.0,63.0,35.0
73b499a2f5002c0a2158a478cc5a096c,utilidades_domesticas,43.0,2148.0,2.0,1800.0,50.0,12.0,36.0
42f14eda412436b96cde4f4025ed5f25,esporte_lazer,47.0,154.0,3.0,500.0,16.0,2.0,11.0
47969dd948e918289f809be899ddfb4c,papelaria,48.0,501.0,1.0,258.0,19.0,12.0,19.0
446295cf6f689d4db477145815362608,papelaria,59.0,209.0,1.0,1400.0,16.0,44.0,37.0
4a96de21ccfb22ebe1c56992acbbd7fc,climatizacao,58.0,655.0,5.0,1300.0,30.0,10.0,30.0
f4d705aa95ccca448e5b0deb6e5290ba,cama_mesa_banho,57.0,74.0,1.0,250.0,20.0,2.0,15.0
bbaef2eadf31fe3ea6702077398be06c,perfumaria,45.0,1003.0,2.0,400.0,18.0,11.0,11.0
80fc21f90a43fdcfc623f11f5457db10,relogios_presentes,55.0,457.0,2.0,267.0,17.0,11.0,12.0
dd783a33bc94bef9c728611320d559e7,beleza_saude,52.0,1113.0,1.0,150.0,16.0,12.0,11.0
20424e1f503b9ceeeee60b717b11ec36,utilidades_domesticas,57.0,1298.0,1.0,1725.0,100.0,35.0,16.0
21419fbb5e6e21591c1dc83cb75aec07,casa_construcao,59.0,1582.0,1.0,5850.0,60.0,25.0,25.0
d801448d8cf48fd15a66dc8779d47241,relogios_presentes,47.0,687.0,1.0,267.0,17.0,11.0,13.0
58bef3ad35aed45b92cf03510e6cf5ce,esporte_lazer,54.0,3830.0,1.0,1300.0,31.0,32.0,31.0
532d7f19b8005e415f5b98a1cf4a8690,utilidades_domesticas,58.0,172.0,1.0,400.0,16.0,10.0,14.0
aedb7e30007f6051c5b3f97156b0848a,artes,32.0,195.0,1.0,150.0,25.0,2.0,19.0
582dfc3697c5f834a5ddf28460ba9222,fashion_bolsas_e_acessorios,59.0,251.0,1.0,300.0,25.0,10.0,25.0
9e48435521202c8795e21ac42efcc761,informatica_acessorios,31.0,432.0,1.0,600.0,46.0,3.0,15.0
84e1b9c6ba2ed178bd217097b41f1251,moveis_cozinha_area_de_servico_jantar_e_jardim,50.0,859.0,1.0,10893.0,33.0,88.0,44.0
93c285dad77a797cf2193ead6afbe107,utilidades_domesticas,53.0,524.0,1.0,1800.0,25.0,7.0,20.0
0e40b1ed4cfd3da1962ec91913e54ba8,eletronicos,52.0,424.0,1.0,175.0,22.0,11.0,15.0
1fb2c1a0d7f863e0644077cb5d8f80df,moveis_escritorio,41.0,2261.0,1.0,16500.0,58.0,28.0,58.0
98190f6a2c3253d07ca86525bb238162,eletronicos,25.0,813.0,1.0,1836.0,61.0,6.0,24.0
a18a23a783fb7576a8f0f6fbc2ae2b58,beleza_saude,59.0,822.0,1.0,175.0,18.0,22.0,16.0
e2c3ed9aaddfd2312a6a5fe9b3ddadd3,brinquedos,53.0,579.0,1.0,675.0,22.0,24.0,21.0
a1bf559ac1eab015ba992bd76d9d76c7,informatica_acessorios,32.0,1074.0,2.0,200.0,39.0,2.0,30.0
eca3036ef7ba11b3331c334b7053fe13,telefonia,51.0,443.0,1.0,117.0,19.0,4.0,12.0
6b75ce117b8fcc75289cb6cbe589de6c,telefonia_fixa,27.0,1217.0,1.0,455.0,36.0,18.0,27.0
23ab7bb9eac81e85ec43ed71064cf7ce,cama_mesa_banho,55.0,613.0,1.0,550.0,16.0,10.0,16.0
78119fbfa709d07b86f5ccf15043c6d6,cool_stuff,43.0,447.0,2.0,586.0,18.0,11.0,13.0
9138555a5066b7f16bf15e75c7db067c,construcao_ferramentas_iluminacao,57.0,919.0,6.0,540.0,16.0,27.0,16.0
4ceab0364ce2bef8363b89f4719bbff7,cama_mesa_banho,57.0,296.0,1.0,2100.0,53.0,27.0,40.0
3c883b9d3fd2d0ce448d4136349dc0a4,cama_mesa_banho,49.0,153.0,1.0,550.0,23.0,15.0,23.0
98d0e0ca6213edc063889593a2475e36,automotivo,55.0,978.0,1.0,13825.0,70.0,35.0,49.0
f2c1df0fc307ec60e3321c708c1dcac3,cama_mesa_banho,42.0,431.0,1.0,850.0,40.0,6.0,50.0
622d3b263cd40b06e1eeea144fb83f19,bebes,19.0,200.0,1.0,250.0,21.0,4.0,13.0
c6336fa91fbd87c359e44f5dca5a90ed,esporte_lazer,39.0,772.0,1.0,150.0,16.0,16.0,11.0
aba0932cedf32b2a7b6b832f11769613,beleza_saude,29.0,556.0,1.0,2000.0,30.0,12.0,16.0
f777c903946dd86fd00cd5b32ec3e907,construcao_ferramentas_construcao,57.0,954.0,4.0,21400.0,20.0,20.0,20.0
39e3b9b12cd0bf8ee681bbc1c130feb5,,,,,300.0,16.0,7.0,11.0
2e511b5741ab14e7f5294df6f1310b03,informatica_acessorios,52.0,2515.0,1.0,188.0,20.0,16.0,15.0
f16ced867a24a244afefb5b867f337df,fashion_bolsas_e_acessorios,38.0,487.0,2.0,13600.0,26.0,60.0,40.0
1ce0e963805e3c170485768e8b09fe65,moveis_decoracao,50.0,1342.0,3.0,800.0,25.0,25.0,25.0
d294bd539d8c70342149beb38b767afc,relogios_presentes,50.0,295.0,1.0,650.0,13.0,11.0,12.0
3da6f3c6c1ac8c36ff45b1a493a44e82,moveis_decoracao,58.0,1969.0,2.0,3000.0,69.0,11.0,11.0
ef22b718807d8b96162d9b021912f178,fashion_roupa_masculina,36.0,940.0,2.0,300.0,16.0,2.0,11.0
2029248294c186017ecfc48cecd47bbd,ferramentas_jardim,44.0,586.0,3.0,3250.0,32.0,14.0,22.0
39d5f0edfbb6ee4d1c524dd620c0bc7a,ferramentas_jardim,41.0,198.0,1.0,425.0,31.0,6.0,12.0
5e459bd31247ee46fa95b09556600a6a,fashion_calcados,44.0,284.0,12.0,300.0,29.0,7.0,16.0
99a5e7a2c16478ff3f0ea9c20eb2820f,automotivo,55.0,1658.0,3.0,550.0,16.0,21.0,18.0
8d51190d4e52d32e6abf3d0551501114,telefonia,61.0,212.0,1.0,200.0,19.0,4.0,11.0
454157d7294823cc44ad21d4fe31474a,esporte_lazer,54.0,1241.0,5.0,200.0,16.0,11.0,11.0
f0737b524fe6b57f2ad4f174ce23a62c,esporte_lazer,43.0,1440.0,1.0,12600.0,20.0,10.0,20.0
bc4a074ab7a7ff14e98fa64671a79dc0,beleza_saude,21.0,1000.0,1.0,1450.0,25.0,25.0,16.0
e84fb20fe338824c220166d3cd562cbd,beleza_saude,45.0,802.0,1.0,150.0,22.0,3.0,15.0
3c2f792f1041177a81913a977431a99e,eletronicos,40.0,549.0,1.0,200.0,20.0,20.0,20.0
bcad5b050c241af2fdc24c51556b297c,ferramentas_jardim,60.0,1177.0,3.0,11450.0,23.0,43.0,35.0
0d8c64a12c0e49b2515674c031b965a1,moveis_decoracao,54.0,220.0,2.0,2200.0,20.0,20.0,20.0
e5d860a0fff2e94bd1a406456cc6c4b3,eletrodomesticos_2,38.0,2030.0,2.0,13200.0,66.0,19.0,67.0
eca26be90d3b3454dd69a13a05bdb46e,fashion_bolsas_e_acessorios,59.0,119.0,3.0,200.0,16.0,2.0,11.0
debefa981200019b8c4a45d0176125a6,cama_mesa_banho,64.0,702.0,1.0,2200.0,42.0,11.0,36.0
e117ca2a90cfd40b93450b0b60f834e4,cama_mesa_banho,51.0,487.0,1.0,1800.0,45.0,10.0,34.0
63f7cd79973145c9e6bb11c5fd03e82e,fashion_bolsas_e_acessorios,51.0,372.0,2.0,150.0,16.0,9.0,11.0
a2bd2eae20998a24c22b110334928b02,malas_acessorios,39.0,278.0,1.0,700.0,19.0,48.0,35.0
55103cbbe0851d3a303a022cc4140628,malas_acessorios,32.0,1064.0,5.0,2900.0,40.0,55.0,30.0
9a5a361f3cd6c280f6bf4ffb6207c51e,papelaria,41.0,552.0,2.0,200.0,23.0,7.0,15.0
c354569eefd558bf201d0aedf35608ed,cama_mesa_banho,55.0,166.0,1.0,700.0,49.0,4.0,50.0
7f383ce1a13d3d90e3d6074557ee8deb,telefonia,52.0,819.0,4.0,200.0,17.0,13.0,16.0
a77e6c93242ae050800cb3e5b98c2fcd,bebes,59.0,348.0,2.0,8300.0,45.0,25.0,45.0
1dfb36d969d347f56f43590ec42c7b8c,esporte_lazer,50.0,1212.0,5.0,900.0,26.0,6.0,13.0
a1d17216996bf0cbba886f91bfd31c77,telefonia,51.0,1015.0,1.0,103.0,21.0,6.0,14.0
f14aa2ba817ef24ccf7f99c0ccfab59a,relogios_presentes,37.0,610.0,1.0,263.0,18.0,15.0,16.0
f2d80346f1dd6986e9e6611db7b708aa,bebes,52.0,446.0,1.0,50.0,16.0,2.0,11.0
b97114b2893e68400ae867459b491bcd,cama_mesa_banho,44.0,331.0,1.0,360.0,36.0,6.0,26.0
e24f73b7631ee3fbb2ab700a9acaa258,fashion_bolsas_e_acessorios,60.0,1118.0,6.0,2250.0,22.0,15.0,20.0
0417855683de23ba1e20e8a358a5ac7c,automotivo,59.0,633.0,5.0,1475.0,68.0,9.0,35.0
11dc4053871ff53ff79fb1fc7e6b160f,esporte_lazer,29.0,347.0,1.0,1600.0,100.0,7.0,11.0
bad5bc36e62c12c840045474c6dbe021,utilidades_domesticas,22.0,663.0,1.0,900.0,21.0,34.0,34.0
afce90df29b9a0c1bfe5e1033f1197b1,telefonia,42.0,356.0,4.0,75.0,19.0,3.0,11.0
0bb7cb61f1957f79dac582ab66ccdc1f,utilidades_domesticas,45.0,561.0,2.0,553.0,18.0,9.0,15.0
334995514673fb6bae67885458b52984,utilidades_domesticas,37.0,261.0,2.0,250.0,25.0,25.0,25.0
f72379337062680ca5a2b7b0275913d8,moveis_decoracao,56.0,945.0,2.0,2050.0,30.0,22.0,18.0
24f9f99148480cd31288ed4e7d962e15,moveis_decoracao,58.0,1953.0,1.0,850.0,69.0,11.0,11.0
77c0d362526797bf132aaf564b1e436d,ferramentas_jardim,45.0,616.0,3.0,1400.0,20.0,20.0,30.0
c23381297fa734ea441a15d723199fb5,informatica_acessorios,60.0,789.0,4.0,200.0,20.0,20.0,20.0
9339df4b551cc289617ed742b9af7925,telefonia,54.0,409.0,1.0,200.0,19.0,4.0,11.0
09c3d39641970009c198caed304ccfc4,bebes,52.0,1659.0,1.0,300.0,68.0,7.0,13.0
c571bd52d56c393e52b38a593da5950f,cama_mesa_banho,54.0,223.0,1.0,550.0,16.0,10.0,16.0
a453b4ccccf554efba31d5ada5a59a60,telefonia,60.0,818.0,6.0,300.0,17.0,4.0,12.0
3488d2ce36e718097c1509444289ef7f,perfumaria,40.0,1176.0,1.0,514.0,18.0,12.0,15.0
068ceaa8a3d9d385cbf53d5335f89f80,utilidades_domesticas,42.0,395.0,1.0,1200.0,27.0,18.0,23.0
a7b42937ab954b0e03bcf6cc35209940,esporte_lazer,56.0,813.0,2.0,250.0,16.0,10.0,16.0
b52e7c92200ed9874e77bc09b5ed4d40,la_cuisine,57.0,232.0,1.0,7600.0,55.0,15.0,55.0
a8bb7885faf316d9a5062d42d2b2fba4,esporte_lazer,50.0,844.0,1.0,875.0,40.0,26.0,20.0
b2083bcfc8768380dd0e31d612e96d08,cama_mesa_banho,53.0,628.0,2.0,1100.0,16.0,10.0,16.0
93719014f156d3fa9e0511cd0ab96315,cool_stuff,34.0,443.0,7.0,1150.0,28.0,10.0,25.0
7e437c1d65a7baab7e7ca6c9f4e98b84,beleza_saude,57.0,1571.0,1.0,2150.0,28.0,32.0,11.0
012dd0e1c1f14325ee35f06748329355,beleza_saude,58.0,1690.0,4.0,490.0,30.0,5.0,25.0
e791e580a2421e4471aebb0629c705c1,informatica_acessorios,57.0,991.0,4.0,200.0,16.0,4.0,14.0
ff7ac89ca5b77d0fb5f8a65262d73956,perfumaria,46.0,483.0,1.0,1000.0,20.0,14.0,13.0
b23cfa104a0f297458ecebea590a33d5,telefonia,46.0,660.0,2.0,100.0,19.0,3.0,11.0
ce8a29973a1fed3f8d22ea5514d9ea07,eletronicos,56.0,505.0,2.0,200.0,20.0,20.0,20.0
ad0e74d7a7848008daa87492dff8db9f,automotivo,57.0,1631.0,3.0,500.0,16.0,21.0,18.0
f159439c5c382fae366d444e05c590c1,perfumaria,52.0,365.0,1.0,400.0,18.0,18.0,12.0
39fab2af0c4e38ee29c6b8e05c81f93a,moveis_decoracao,60.0,438.0,1.0,250.0,20.0,6.0,11.0
70c325280f670aee445babb3400cf804,moveis_decoracao,51.0,535.0,1.0,250.0,35.0,5.0,25.0
f3dadecca4b876a315481c79b8adcf16,pet_shop,50.0,365.0,3.0,300.0,24.0,12.0,12.0
e3ace35fe59021565fa9989acfdf8f3a,moveis_decoracao,28.0,196.0,2.0,1000.0,35.0,25.0,25.0
590d6cb76092faa04d717fe406c66f88,esporte_lazer,46.0,254.0,1.0,2653.0,53.0,15.0,36.0
c01cc7b6054e22d68972a35df1e0c249,automotivo,54.0,1636.0,1.0,8500.0,18.0,29.0,13.0
2043cae78c8b731c405c7329a05154b2,eletroportateis,52.0,640.0,3.0,750.0,30.0,30.0,30.0
3bcf64d8d26d6e06bd568d27fe31d8e8,cama_mesa_banho,56.0,198.0,1.0,1650.0,35.0,20.0,30.0
47de5f36ace720b578ca1b30d0b45b8d,informatica_acessorios,53.0,192.0,1.0,900.0,26.0,13.0,21.0
17da5d80ea0eeabd565083183027d588,bebidas,59.0,879.0,1.0,700.0,20.0,20.0,20.0
b5d214651360e2d58e13b48ae69c6199,bebes,46.0,1654.0,6.0,10400.0,100.0,23.0,27.0
a2f4e28e50f60566eeb99f842ffc0fd9,instrumentos_musicais,57.0,374.0,1.0,5850.0,40.0,9.0,105.0
8f9dc141063eb39ea09a9df984895c50,automotivo,45.0,764.0,4.0,1475.0,32.0,28.0,28.0
32e12dbd1df2c2b6831ba26dc8325d1f,casa_construcao,58.0,247.0,1.0,1750.0,30.0,20.0,30.0
48aaba1523759485364bcd94f4d4c4f5,esporte_lazer,54.0,1162.0,4.0,1300.0,44.0,8.0,30.0
dd2ca29c9d0f93d3b1d28d7d7ee3025c,moveis_sala,24.0,356.0,2.0,7750.0,33.0,25.0,33.0
9f22d89800e8f59f79d50aa9d732f5e2,beleza_saude,50.0,355.0,1.0,888.0,18.0,17.0,18.0
d2fac83bdc41acb845baf953df64155a,cama_mesa_banho,56.0,509.0,4.0,450.0,45.0,15.0,35.0
3931aaf38ba4cc928100541ff51b82ff,informatica_acessorios,45.0,554.0,3.0,400.0,16.0,4.0,16.0
8cf7e354e6d9f04a09f4d59bc77dcc8e,construcao_ferramentas_jardim,55.0,749.0,1.0,9500.0,56.0,30.0,28.0
2ae501b303a5a8e6f75c8c36f366b2d5,perfumaria,30.0,138.0,1.0,150.0,22.0,7.0,16.0
28f71b48a5f99f0bcf4642ae10352557,relogios_presentes,42.0,431.0,2.0,500.0,17.0,22.0,17.0
afa6d9a2f3ba0d5b06ccd5eb4bd2e29a,esporte_lazer,54.0,675.0,1.0,750.0,26.0,23.0,23.0
12827caf723c4ff8030d64dcffe3cdab,beleza_saude,59.0,3939.0,6.0,150.0,28.0,13.0,12.0
53f92b0474f91fcb5bd188c6a8075c38,utilidades_domesticas,54.0,2952.0,3.0,30000.0,76.0,51.0,51.0
4723ab93377036eb7e0c15dfca8c8ce6,telefonia,50.0,561.0,3.0,200.0,19.0,3.0,12.0
c68b419d9c6038271b85bac98adb0fc9,,,,,1000.0,16.0,14.0,30.0
1dce3fd38c13a3e74fe5000f33858442,automotivo,58.0,674.0,3.0,1800.0,22.0,10.0,18.0
75747bce1abad71ec9edfb9ca6dd509c,livros_tecnicos,42.0,492.0,1.0,450.0,29.0,2.0,17.0
6a23ae3187f1dac41b7210a8c7739d6b,moveis_decoracao,52.0,832.0,1.0,750.0,20.0,35.0,20.0
bcb8826a092a057aedd93bb71d67c24d,beleza_saude,54.0,340.0,1.0,500.0,24.0,20.0,24.0
f102842fbe436027eeeb7fc76d3063aa,consoles_games,59.0,434.0,3.0,350.0,20.0,20.0,20.0
4d777d8c652076edf63299034cc4c599,cama_mesa_banho,60.0,166.0,3.0,950.0,26.0,15.0,19.0
b4a595a550a377a81bf10d27821fab6d,utilidades_domesticas,58.0,235.0,5.0,5250.0,35.0,15.0,35.0
eae50b5c9a18c296b7fa904cf04406a5,moveis_decoracao,58.0,477.0,1.0,300.0,35.0,10.0,25.0
ecac3b74dce5ab6c6a7b9eda9216cfcc,beleza_saude,45.0,379.0,3.0,200.0,16.0,16.0,16.0
a963ea4d494221de09b70f1b4a70edbd,informatica_acessorios,58.0,240.0,1.0,150.0,35.0,8.0,11.0
67085b88a68c08cfe73132310f0574f3,moveis_decoracao,57.0,209.0,11.0,800.0,40.0,8.0,35.0
8de2d2a80d4900fc699d4f52fbe8c43a,utilidades_domesticas,27.0,868.0,2.0,500.0,22.0,16.0,16.0
7c1043bb5837db0c6bc1953419a18628,papelaria,59.0,495.0,7.0,800.0,22.0,7.0,15.0
dfa872802d781798321a10f1ddadea82,construcao_ferramentas_seguranca,58.0,1720.0,3.0,200.0,17.0,7.0,17.0
593236d0ff46b4299b4787fb8d43f7f0,industria_comercio_e_negocios,44.0,1396.0,2.0,7225.0,16.0,103.0,25.0
2a27bdf5d36c733df107a86e44370254,beleza_saude,52.0,1976.0,3.0,425.0,20.0,9.0,18.0
60e68dc2013929af2b3b5408e2da87fd,brinquedos,52.0,397.0,5.0,550.0,32.0,11.0,20.0
74c94099baac38d7d352195da981626a,beleza_saude,36.0,642.0,1.0,700.0,16.0,40.0,11.0
270c3d76b5efb36480487920cec3e167,eletrodomesticos,57.0,335.0,1.0,1250.0,22.0,11.0,20.0
c20fbbd4ccf2f7da70e150689a6a905f,perfumaria,47.0,723.0,1.0,455.0,21.0,15.0,17.0
386486367c1f9d4f587a8864ccb6902b,cama_mesa_banho,54.0,120.0,1.0,835.0,40.0,9.0,33.0
fac0337908b983ba98c810f03d25f278,cama_mesa_banho,49.0,729.0,1.0,3850.0,20.0,30.0,30.0
91e6a181c1ebe734ab459822cee89763,relogios_presentes,47.0,528.0,3.0,850.0,48.0,16.0,25.0
35255921c732e0e9319097469d856cd5,relogios_presentes,54.0,630.0,6.0,400.0,18.0,11.0,15.0
ed9b924bdbd0fd22c60aba6dddfbb6e5,audio,60.0,1046.0,1.0,675.0,22.0,9.0,16.0
32f186a3f6239888c37adf90db857098,alimentos_bebidas,57.0,1322.0,1.0,1350.0,18.0,17.0,16.0
2a763f02c6a7a8ab7c1be0460ff891d0,moveis_decoracao,53.0,575.0,1.0,2500.0,35.0,9.0,25.0
ffc9d90bae2127e6a6ce6d6654267ebd,esporte_lazer,52.0,1113.0,2.0,300.0,20.0,34.0,44.0
